"file";"features";"insee";"mois";"ntot";"nna";"n0";"mean";"std";"min";"med";"max"
"train";"ciwcH20";"6088001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"6088001";"novembre";3960;0;3960;0;0;0;0;0
"train";"ciwcH20";"6088001";"decembre";4092;0;4092;0;0;0;0;0
"train";"ciwcH20";"31069001";"janvier";4932;0;4868;3,56791779132482e-08;5,80783259390537e-07;0;0;1,7387005761367e-05
"train";"ciwcH20";"31069001";"fevrier";5448;0;5338;8,18702969586172e-09;2,16504676510792e-07;0;0;1,05722334941673e-05
"train";"ciwcH20";"31069001";"mars";5952;0;5952;0;0;0;0;0
"train";"ciwcH20";"31069001";"avril";5904;12;5892;0;0;0;0;0
"train";"ciwcH20";"31069001";"mai";5892;0;5892;0;0;0;0;0
"train";"ciwcH20";"31069001";"juin";2400;0;2400;0;0;0;0;0
"train";"ciwcH20";"31069001";"juillet";2852;0;2852;0;0;0;0;0
"train";"ciwcH20";"31069001";"aout";3720;0;3720;0;0;0;0;0
"train";"ciwcH20";"31069001";"septembre";3600;0;3600;0;0;0;0;0
"train";"ciwcH20";"31069001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"31069001";"novembre";3960;0;3960;0;0;0;0;0
"train";"ciwcH20";"31069001";"decembre";4092;0;3964;2,22070616769743e-07;2,02927281803159e-06;0;0;3,46105928748594e-05
"train";"ciwcH20";"33281001";"janvier";4932;0;4890;2,6640256834646e-08;7,32026219212459e-07;0;0;2,98459806957761e-05
"train";"ciwcH20";"33281001";"fevrier";5448;0;5368;3,20028727765542e-09;7,15685154984908e-08;0;0;2,249774654502e-06
"train";"ciwcH20";"33281001";"mars";5950;0;5938;1,04928765701978e-09;3,7454306442014e-08;0;0;1,95543543893875e-06
"train";"ciwcH20";"33281001";"avril";5902;12;5890;0;0;0;0;0
"train";"ciwcH20";"33281001";"mai";5892;0;5892;0;0;0;0;0
"train";"ciwcH20";"33281001";"juin";2400;0;2400;0;0;0;0;0
"train";"ciwcH20";"33281001";"juillet";2852;0;2852;0;0;0;0;0
"train";"ciwcH20";"33281001";"aout";3720;0;3720;0;0;0;0;0
"train";"ciwcH20";"33281001";"septembre";3598;0;3598;0;0;0;0;0
"train";"ciwcH20";"33281001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"33281001";"novembre";3960;0;3956;1,9830747138127e-12;6,41407132960338e-11;0;0;2,43380604558762e-09
"train";"ciwcH20";"33281001";"decembre";4090;0;3984;3,04944506427936e-07;2,93022367259682e-06;0;0;4,76341559239853e-05
"train";"ciwcH20";"35281001";"janvier";4932;0;4776;1,13427425662947e-07;1,23610080308753e-06;0;0;2,25767202143679e-05
"train";"ciwcH20";"35281001";"fevrier";5440;0;5304;1,24942973956673e-07;1,73212339671407e-06;0;0;3,9732146144193e-05
"train";"ciwcH20";"35281001";"mars";5952;0;5906;1,11239238423061e-08;2,00978805118836e-07;0;0;6,41980440742383e-06
"train";"ciwcH20";"35281001";"avril";5904;12;5888;4,91486421484705e-11;1,88633621890588e-09;0;0;7,4074757809416e-08
"train";"ciwcH20";"35281001";"mai";5892;0;5892;0;0;0;0;0
"train";"ciwcH20";"35281001";"juin";2400;0;2400;0;0;0;0;0
"train";"ciwcH20";"35281001";"juillet";2852;0;2852;0;0;0;0;0
"train";"ciwcH20";"35281001";"aout";3720;0;3720;0;0;0;0;0
"train";"ciwcH20";"35281001";"septembre";3600;0;3600;0;0;0;0;0
"train";"ciwcH20";"35281001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"35281001";"novembre";3960;0;3944;1,08992561842247e-08;2,39524122783469e-07;0;0;7,44372104777292e-06
"train";"ciwcH20";"35281001";"decembre";4092;0;3926;3,30778974906096e-07;2,92933707199852e-06;0;0;4,35786907182368e-05
"train";"ciwcH20";"59343001";"janvier";4932;0;4802;6,84955349687186e-08;1,04990022453993e-06;0;0;3,01313008621197e-05
"train";"ciwcH20";"59343001";"fevrier";5448;0;5278;2,17317304939002e-07;2,26890696529818e-06;0;0;4,35765076740326e-05
"train";"ciwcH20";"59343001";"mars";5952;0;5880;9,33701250911073e-08;1,55379385449305e-06;0;0;3,54404214004311e-05
"train";"ciwcH20";"59343001";"avril";5904;12;5886;6,01809150767713e-09;2,28699090916809e-07;0;0;1,01954110335912e-05
"train";"ciwcH20";"59343001";"mai";5892;0;5892;0;0;0;0;0
"train";"ciwcH20";"59343001";"juin";2400;0;2400;0;0;0;0;0
"train";"ciwcH20";"59343001";"juillet";2852;0;2852;0;0;0;0;0
"train";"ciwcH20";"59343001";"aout";3720;0;3720;0;0;0;0;0
"train";"ciwcH20";"59343001";"septembre";3600;0;3600;0;0;0;0;0
"train";"ciwcH20";"59343001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"59343001";"novembre";3960;0;3946;1,28123657227418e-08;3,29083590307583e-07;0;0;1,00765405048337e-05
"train";"ciwcH20";"59343001";"decembre";4092;0;3960;6,74858148060436e-08;8,42946386979327e-07;0;0;1,90267955428697e-05
"train";"ciwcH20";"67124001";"janvier";4932;0;4444;5,87062801502384e-07;4,1458982073861e-06;0;0;6,45720693859125e-05
"train";"ciwcH20";"67124001";"fevrier";5448;0;4972;4,83046546920258e-07;3,12931263998789e-06;0;0;4,30554660357244e-05
"train";"ciwcH20";"67124001";"mars";5952;0;5858;3,1064835887305e-08;5,33210180547214e-07;0;0;1,8610338161904e-05
"train";"ciwcH20";"67124001";"avril";5904;12;5874;3,62878122927253e-08;8,69424240788396e-07;0;0;2,92836410958343e-05
"train";"ciwcH20";"67124001";"mai";5892;0;5892;0;0;0;0;0
"train";"ciwcH20";"67124001";"juin";2400;0;2400;0;0;0;0;0
"train";"ciwcH20";"67124001";"juillet";2852;0;2852;0;0;0;0;0
"train";"ciwcH20";"67124001";"aout";3720;0;3720;0;0;0;0;0
"train";"ciwcH20";"67124001";"septembre";3600;0;3600;0;0;0;0;0
"train";"ciwcH20";"67124001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"67124001";"novembre";3960;0;3862;3,0469396351307e-08;4,40096447699575e-07;0;0;1,22262357737384e-05
"train";"ciwcH20";"67124001";"decembre";4090;0;3696;6,22661840528733e-07;3,46204282388815e-06;0;0;3,92300457520703e-05
"train";"ciwcH20";"75114001";"janvier";4932;0;4780;5,40447709171456e-08;8,25203741163558e-07;0;0;2,05401936744063e-05
"train";"ciwcH20";"75114001";"fevrier";5448;0;5368;9,14123824608347e-09;1,96380182339353e-07;0;0;6,42736147448629e-06
"train";"ciwcH20";"75114001";"mars";5952;0;5952;0;0;0;0;0
"train";"ciwcH20";"75114001";"avril";5904;12;5892;0;0;0;0;0
"train";"ciwcH20";"75114001";"mai";5892;0;5892;0;0;0;0;0
"train";"ciwcH20";"75114001";"juin";2400;0;2400;0;0;0;0;0
"train";"ciwcH20";"75114001";"juillet";2852;0;2852;0;0;0;0;0
"train";"ciwcH20";"75114001";"aout";3720;0;3720;0;0;0;0;0
"train";"ciwcH20";"75114001";"septembre";3600;0;3600;0;0;0;0;0
"train";"ciwcH20";"75114001";"octobre";4026;6;4020;0;0;0;0;0
"train";"ciwcH20";"75114001";"novembre";3960;0;3950;1,9912498758947e-09;4,51329288969842e-08;0;0;1,26875235975749e-06
"train";"ciwcH20";"75114001";"decembre";4092;0;3988;2,80531341453545e-08;5,39669708913205e-07;0;0;1,9030446438588e-05
"train";"clwcH20";"6088001";"janvier";4932;2;4776;9,35902651850595e-07;1,12486403441113e-05;0;0;0,000288189965465036
"train";"clwcH20";"6088001";"fevrier";5426;0;5382;9,6376312270989e-10;2,48732335213617e-08;0;0;1,19864641259789e-06
"train";"clwcH20";"6088001";"mars";5952;0;5798;1,08085619673912e-06;1,61856196847198e-05;0;0;0,000372240612854829
"train";"clwcH20";"6088001";"avril";5904;0;5496;3,83781980448349e-06;2,83675608277068e-05;0;0;0,000388043731210041
"train";"clwcH20";"6088001";"mai";5892;0;5442;4,72754433363187e-06;3,018914745819e-05;0;0;0,000352949808400476
"train";"clwcH20";"6088001";"juin";2400;0;2362;3,81173501913862e-08;8,41645258415698e-07;0;0;2,6987996831816e-05
"train";"clwcH20";"6088001";"juillet";2852;0;2800;1,13560859414522e-06;1,36588068628314e-05;0;0;0,00022361791457201
"train";"clwcH20";"6088001";"aout";3720;0;3670;1,06178694249526e-06;1,64113400430394e-05;0;0;0,000392579538138071
"train";"clwcH20";"6088001";"septembre";3600;0;3570;4,66519745566752e-08;7,77417662006996e-07;0;0;1,99952416643777e-05
"train";"clwcH20";"6088001";"octobre";4026;2;3996;1,30899771842157e-08;3,12936772959799e-07;0;0;1,29841336823895e-05
"train";"clwcH20";"6088001";"novembre";3960;0;3866;3,05418748198537e-06;2,74148071108381e-05;0;0;0,000395033238405605
"train";"clwcH20";"6088001";"decembre";4092;0;4084;2,05501998209303e-09;7,02572484157084e-08;0;0;3,01683732439902e-06
"train";"clwcH20";"31069001";"janvier";4932;2;3866;1,32228717238822e-05;5,29077256121916e-05;0;0;0,000381824
"train";"clwcH20";"31069001";"fevrier";5448;0;4826;3,18193767793241e-06;2,70187185636026e-05;0;0;0,000358300036154898
"train";"clwcH20";"31069001";"mars";5952;0;5408;1,78276455173942e-06;2,02589082178661e-05;0;0;0,000375112645645478
"train";"clwcH20";"31069001";"avril";5904;0;5554;7,12516898271821e-07;1,27627912839133e-05;0;0;0,000345687397621936
"train";"clwcH20";"31069001";"mai";5892;0;5664;2,59584462958812e-07;6,41685459922358e-06;0;0;0,000236103639366271
"train";"clwcH20";"31069001";"juin";2400;0;2344;4,00386748339242e-08;1,06045988030167e-06;0;0;3,65618925163028e-05
"train";"clwcH20";"31069001";"juillet";2852;0;2698;1,35058264689816e-06;1,77856114453912e-05;0;0;0,000368163811467034
"train";"clwcH20";"31069001";"aout";3720;0;3612;1,28388066005046e-07;3,07564917505994e-06;0;0;0,000124460065771594
"train";"clwcH20";"31069001";"septembre";3600;0;3500;1,1159231076218e-07;2,87163432099733e-06;0;0;0,000106970495780744
"train";"clwcH20";"31069001";"octobre";4026;2;3802;2,52206240090775e-06;2,61843678941899e-05;0;0;0,000394571563622983
"train";"clwcH20";"31069001";"novembre";3960;0;3288;1,54558894726053e-05;6,20843460535113e-05;0;0;0,00041116072897192
"train";"clwcH20";"31069001";"decembre";4092;0;2970;1,89053626432619e-05;6,31476580248304e-05;0;0;0,000392014582200323
"train";"clwcH20";"33281001";"janvier";4932;2;2852;1,50253412226996e-05;5,33089675420156e-05;0;0;0,000414874049868751
"train";"clwcH20";"33281001";"fevrier";5448;0;4042;5,58207456705652e-06;3,51606964721001e-05;0;0;0,000402029807282662
"train";"clwcH20";"33281001";"mars";5950;0;4572;7,50122742985172e-06;4,20580922902787e-05;0;0;0,000397953586773863
"train";"clwcH20";"33281001";"avril";5902;0;5116;2,95093046777551e-06;2,72454715710988e-05;0;0;0,000401723631636133
"train";"clwcH20";"33281001";"mai";5892;0;5158;6,71415845510609e-07;8,8640169070332e-06;0;0;0,000240888517666823
"train";"clwcH20";"33281001";"juin";2400;0;2204;2,71771722705694e-07;3,71023884702048e-06;0;0;8,44090914541589e-05
"train";"clwcH20";"33281001";"juillet";2852;0;2432;1,96301011670183e-06;2,11710976501233e-05;0;0;0,000364981586481945
"train";"clwcH20";"33281001";"aout";3720;0;3270;1,13878456924954e-06;1,58660187310599e-05;0;0;0,000323095878593459
"train";"clwcH20";"33281001";"septembre";3598;0;3202;3,59430275223793e-06;2,8423586270022e-05;0;0;0,000356835303062566
"train";"clwcH20";"33281001";"octobre";4026;2;3398;7,56840952077602e-06;4,57429850095353e-05;0;0;0,000407009891197833
"train";"clwcH20";"33281001";"novembre";3960;0;2746;1,67266651010729e-05;6,6475763469956e-05;0;0;0,000446706531041012
"train";"clwcH20";"33281001";"decembre";4090;0;2586;1,76828209450952e-05;6,33038247339982e-05;0;0;0,000421949048732008
"train";"clwcH20";"35281001";"janvier";4932;2;3248;1,66010699851755e-05;6,12207495814591e-05;0;0;0,000392708987180919
"train";"clwcH20";"35281001";"fevrier";5440;0;4412;3,23010668297779e-06;2,39917775601134e-05;0;0;0,000314256370248904
"train";"clwcH20";"35281001";"mars";5952;0;4754;7,12481890956217e-06;3,84858001258383e-05;0;0;0,000335576754531495
"train";"clwcH20";"35281001";"avril";5904;0;4906;4,79295894870308e-06;3,26268721644096e-05;0;0;0,000408249623368474
"train";"clwcH20";"35281001";"mai";5892;0;4792;6,70149649892209e-06;3,95454411194648e-05;0;0;0,000386878315480234
"train";"clwcH20";"35281001";"juin";2400;0;2126;1,90124846198835e-06;1,77834290368781e-05;0;0;0,000290627129304031
"train";"clwcH20";"35281001";"juillet";2852;0;2266;3,85636384676495e-06;2,83368997365013e-05;0;0;0,000356440829671175
"train";"clwcH20";"35281001";"aout";3720;0;2954;1,97735453793245e-06;1,87645371419324e-05;0;0;0,000334915531236609
"train";"clwcH20";"35281001";"septembre";3600;0;3012;1,02681718729682e-05;5,29008695511989e-05;0;0;0,000411596213548339
"train";"clwcH20";"35281001";"octobre";4026;2;2918;1,637832803118e-05;6,3630817777108e-05;0;0;0,00040219784798198
"train";"clwcH20";"35281001";"novembre";3960;0;2738;1,29020364324269e-05;5,11965532139661e-05;0;0;0,000387282400467034
"train";"clwcH20";"35281001";"decembre";4092;0;2904;1,02971163571095e-05;4,34735679853067e-05;0;0;0,000381269209894295
"train";"clwcH20";"59343001";"janvier";4932;2;3756;4,53505673904659e-06;2,9644861361212e-05;0;0;0,000381439709793111
"train";"clwcH20";"59343001";"fevrier";5448;0;4268;4,90294080131561e-06;3,07531717145803e-05;0;0;0,000390004404583057
"train";"clwcH20";"59343001";"mars";5952;0;4886;6,51120378561884e-06;3,54165079372774e-05;0;0;0,000368277343470163
"train";"clwcH20";"59343001";"avril";5904;0;5106;5,36940939511056e-06;3,62334036994095e-05;0;0;0,000403314320520271
"train";"clwcH20";"59343001";"mai";5892;0;5182;1,83547789111647e-06;1,8184650943217e-05;0;0;0,00038048261588748
"train";"clwcH20";"59343001";"juin";2400;0;2208;1,13493771756807e-06;1,46690147233648e-05;0;0;0,000330617021218651
"train";"clwcH20";"59343001";"juillet";2852;0;2374;1,01053760294243e-06;1,07019088544816e-05;0;0;0,000238995287596764
"train";"clwcH20";"59343001";"aout";3720;0;3180;1,77754526875513e-06;1,85951273764601e-05;0;0;0,000339724407633173
"train";"clwcH20";"59343001";"septembre";3600;0;2770;8,24724238958465e-06;4,40792366351367e-05;0;0;0,00040820988625165
"train";"clwcH20";"59343001";"octobre";4026;2;2792;8,02593411349783e-06;3,88008371814683e-05;0;0;0,000410011937041162
"train";"clwcH20";"59343001";"novembre";3960;0;2792;1,39956961782362e-05;5,41530578561838e-05;0;0;0,000410081065370007
"train";"clwcH20";"59343001";"decembre";4092;0;3084;5,08453505510318e-06;2,94916487377334e-05;0;0;0,0003251050402702
"train";"clwcH20";"67124001";"janvier";4932;2;3348;1,48635900197862e-05;5,30755418053177e-05;0;0;0,000374601922039416
"train";"clwcH20";"67124001";"fevrier";5448;0;4156;7,83924966566521e-06;3,73327757339447e-05;0;0;0,000364210377554967
"train";"clwcH20";"67124001";"mars";5952;0;5408;2,18929946519859e-06;1,90098054006081e-05;0;0;0,000348663670289739
"train";"clwcH20";"67124001";"avril";5904;0;5384;2,26000020560067e-06;2,22236929219482e-05;0;0;0,000395989447894874
"train";"clwcH20";"67124001";"mai";5892;0;5322;2,66100108301407e-06;2,54739088074638e-05;0;0;0,000373550737382876
"train";"clwcH20";"67124001";"juin";2400;0;2370;4,43896931121341e-09;6,84518972742725e-08;0;0;1,88384890409409e-06
"train";"clwcH20";"67124001";"juillet";2852;0;2492;5,48444180081435e-07;6,79484857462571e-06;0;0;0,000193787085987828
"train";"clwcH20";"67124001";"aout";3720;0;3268;5,63045034000441e-06;3,95424143998357e-05;0;0;0,000432971555447857
"train";"clwcH20";"67124001";"septembre";3600;0;3000;8,52837733326155e-06;4,80649046183291e-05;0;0;0,000434357146339556
"train";"clwcH20";"67124001";"octobre";4026;2;2544;3,15591395180718e-05;8,80485962033333e-05;0;0;0,000414325599473854
"train";"clwcH20";"67124001";"novembre";3960;0;2298;3,33749501182359e-05;8,22782800363787e-05;0;0;0,000412830053087787
"train";"clwcH20";"67124001";"decembre";4090;0;2482;2,11144616764778e-05;6,5442667869176e-05;0;0;0,00039733177700585
